MAZID,Code_AM,Code_PM,Coverage_AM,Coverage_PM
3715,2,2,10min headway,10min headway
3716,0,0,00 coverage,00 coverage
3717,2,2,10min headway,10min headway
3718,2,2,10min headway,10min headway
3719,1,1,05min headway,05min headway
3720,1,1,05min headway,05min headway
3721,0,0,00 coverage,00 coverage
3722,0,0,00 coverage,00 coverage
3723,0,0,00 coverage,00 coverage
3724,2,2,10min headway,10min headway
3725,0,0,00 coverage,00 coverage
3726,2,2,10min headway,10min headway
3727,2,2,10min headway,10min headway
3728,2,2,10min headway,10min headway
3729,2,2,10min headway,10min headway
3730,2,2,10min headway,10min headway
3731,0,0,00 coverage,00 coverage
3732,1,1,05min headway,05min headway
3733,0,0,00 coverage,00 coverage
3734,0,0,00 coverage,00 coverage
3735,1,1,05min headway,05min headway
3736,2,2,10min headway,10min headway
3737,2,2,10min headway,10min headway
3738,2,2,10min headway,10min headway
3739,2,2,10min headway,10min headway
3740,1,2,05min headway,10min headway
3741,1,2,05min headway,10min headway
3742,2,2,10min headway,10min headway
3743,2,2,10min headway,10min headway
3744,2,2,10min headway,10min headway
3745,2,2,10min headway,10min headway
3746,2,2,10min headway,10min headway
3747,2,2,10min headway,10min headway
3748,2,2,10min headway,10min headway
3749,0,0,00 coverage,00 coverage
3750,0,0,00 coverage,00 coverage
3751,0,0,00 coverage,00 coverage
3752,0,0,00 coverage,00 coverage
3753,1,1,05min headway,05min headway
3754,2,2,10min headway,10min headway
3755,2,2,10min headway,10min headway
3756,0,0,00 coverage,00 coverage
3757,2,2,10min headway,10min headway
3758,2,2,10min headway,10min headway
3759,2,2,10min headway,10min headway
3760,2,2,10min headway,10min headway
3761,2,2,10min headway,10min headway
3762,2,2,10min headway,10min headway
3763,2,2,10min headway,10min headway
3764,0,0,00 coverage,00 coverage
3765,2,2,10min headway,10min headway
3766,2,2,10min headway,10min headway
3767,0,0,00 coverage,00 coverage
3768,2,2,10min headway,10min headway
3769,0,0,00 coverage,00 coverage
3770,0,0,00 coverage,00 coverage
3771,0,0,00 coverage,00 coverage
3772,0,0,00 coverage,00 coverage
3773,1,1,05min headway,05min headway
3774,1,2,05min headway,10min headway
3775,1,2,05min headway,10min headway
3776,2,2,10min headway,10min headway
3777,2,2,10min headway,10min headway
3778,2,2,10min headway,10min headway
3779,1,2,05min headway,10min headway
3780,0,0,00 coverage,00 coverage
3781,2,2,10min headway,10min headway
3782,1,1,05min headway,05min headway
3783,2,2,10min headway,10min headway
3784,2,2,10min headway,10min headway
3785,2,2,10min headway,10min headway
3786,0,0,00 coverage,00 coverage
3787,2,2,10min headway,10min headway
3788,0,0,00 coverage,00 coverage
3789,1,1,05min headway,05min headway
3790,0,0,00 coverage,00 coverage
3791,0,0,00 coverage,00 coverage
3792,0,0,00 coverage,00 coverage
3793,3,3,Any,Any
3794,0,0,00 coverage,00 coverage
3795,2,2,10min headway,10min headway
3796,0,0,00 coverage,00 coverage
3797,2,2,10min headway,10min headway
3798,2,2,10min headway,10min headway
3799,0,0,00 coverage,00 coverage
3800,2,2,10min headway,10min headway
3801,0,0,00 coverage,00 coverage
3802,2,2,10min headway,10min headway
3803,2,2,10min headway,10min headway
3804,2,2,10min headway,10min headway
3805,2,2,10min headway,10min headway
3806,2,2,10min headway,10min headway
3807,2,2,10min headway,10min headway
3808,2,2,10min headway,10min headway
3809,2,2,10min headway,10min headway
3810,2,2,10min headway,10min headway
3811,2,2,10min headway,10min headway
3812,2,2,10min headway,10min headway
3813,3,3,Any,Any
3814,2,2,10min headway,10min headway
3815,2,2,10min headway,10min headway
3816,0,0,00 coverage,00 coverage
3817,2,2,10min headway,10min headway
3818,2,2,10min headway,10min headway
3819,2,2,10min headway,10min headway
3820,2,2,10min headway,10min headway
3821,2,2,10min headway,10min headway
3822,2,2,10min headway,10min headway
3823,2,2,10min headway,10min headway
3824,2,2,10min headway,10min headway
3825,2,2,10min headway,10min headway
3826,2,2,10min headway,10min headway
3827,2,2,10min headway,10min headway
3828,1,1,05min headway,05min headway
3829,2,2,10min headway,10min headway
3830,2,2,10min headway,10min headway
3831,0,0,00 coverage,00 coverage
3832,0,0,00 coverage,00 coverage
3833,0,0,00 coverage,00 coverage
3834,3,3,Any,Any
3835,2,2,10min headway,10min headway
3836,1,2,05min headway,10min headway
3837,2,2,10min headway,10min headway
3838,2,2,10min headway,10min headway
3839,3,3,Any,Any
3840,1,1,05min headway,05min headway
3841,1,1,05min headway,05min headway
3842,2,2,10min headway,10min headway
3843,0,0,00 coverage,00 coverage
3844,0,0,00 coverage,00 coverage
3845,0,0,00 coverage,00 coverage
3846,2,2,10min headway,10min headway
3847,2,2,10min headway,10min headway
3848,2,2,10min headway,10min headway
3849,2,2,10min headway,10min headway
3850,2,2,10min headway,10min headway
3851,2,2,10min headway,10min headway
3852,2,2,10min headway,10min headway
3853,0,0,00 coverage,00 coverage
3854,1,1,05min headway,05min headway
3855,3,3,Any,Any
3856,2,2,10min headway,10min headway
3857,2,2,10min headway,10min headway
3858,2,2,10min headway,10min headway
3859,2,2,10min headway,10min headway
3860,3,3,Any,Any
3861,3,3,Any,Any
3862,2,2,10min headway,10min headway
3863,1,1,05min headway,05min headway
3864,1,1,05min headway,05min headway
3865,1,1,05min headway,05min headway
3866,1,2,05min headway,10min headway
3867,2,2,10min headway,10min headway
3868,2,2,10min headway,10min headway
3869,2,2,10min headway,10min headway
3870,2,2,10min headway,10min headway
3871,1,2,05min headway,10min headway
3872,2,2,10min headway,10min headway
3873,2,2,10min headway,10min headway
3874,2,2,10min headway,10min headway
3875,1,2,05min headway,10min headway
3876,2,2,10min headway,10min headway
3877,2,2,10min headway,10min headway
3878,1,2,05min headway,10min headway
3879,1,2,05min headway,10min headway
3880,1,2,05min headway,10min headway
3881,1,2,05min headway,10min headway
3882,1,1,05min headway,05min headway
3883,1,1,05min headway,05min headway
3884,1,1,05min headway,05min headway
3885,2,2,10min headway,10min headway
3886,3,3,Any,Any
3887,3,3,Any,Any
3888,0,0,00 coverage,00 coverage
3889,0,0,00 coverage,00 coverage
3890,0,0,00 coverage,00 coverage
3891,2,2,10min headway,10min headway
3892,2,2,10min headway,10min headway
3893,1,1,05min headway,05min headway
3894,2,2,10min headway,10min headway
3895,0,0,00 coverage,00 coverage
3896,0,0,00 coverage,00 coverage
3897,0,0,00 coverage,00 coverage
3898,0,0,00 coverage,00 coverage
3899,3,3,Any,Any
3900,3,3,Any,Any
3901,3,3,Any,Any
3902,3,3,Any,Any
3903,2,2,10min headway,10min headway
3904,1,1,05min headway,05min headway
3905,0,0,00 coverage,00 coverage
3906,2,2,10min headway,10min headway
3907,0,0,00 coverage,00 coverage
3908,2,2,10min headway,10min headway
3909,2,2,10min headway,10min headway
3910,2,2,10min headway,10min headway
3911,3,3,Any,Any
3912,3,3,Any,Any
3913,2,2,10min headway,10min headway
3914,2,2,10min headway,10min headway
3915,2,2,10min headway,10min headway
3916,2,2,10min headway,10min headway
3917,1,1,05min headway,05min headway
3918,1,1,05min headway,05min headway
3919,3,3,Any,Any
3920,1,1,05min headway,05min headway
3921,2,2,10min headway,10min headway
3922,2,2,10min headway,10min headway
3923,0,0,00 coverage,00 coverage
3924,0,0,00 coverage,00 coverage
3925,2,2,10min headway,10min headway
3926,2,2,10min headway,10min headway
3927,2,2,10min headway,10min headway
3928,0,0,00 coverage,00 coverage
3929,2,2,10min headway,10min headway
3930,2,2,10min headway,10min headway
3931,0,0,00 coverage,00 coverage
3932,2,2,10min headway,10min headway
3933,2,2,10min headway,10min headway
3934,2,2,10min headway,10min headway
3935,2,2,10min headway,10min headway
3936,2,2,10min headway,10min headway
3937,2,2,10min headway,10min headway
3938,1,1,05min headway,05min headway
3939,1,1,05min headway,05min headway
3940,2,2,10min headway,10min headway
3941,2,2,10min headway,10min headway
3942,1,1,05min headway,05min headway
3943,0,0,00 coverage,00 coverage
3944,1,2,05min headway,10min headway
3945,1,2,05min headway,10min headway
3946,2,2,10min headway,10min headway
3947,2,2,10min headway,10min headway
3948,2,2,10min headway,10min headway
3949,0,0,00 coverage,00 coverage
3950,2,2,10min headway,10min headway
3951,0,0,00 coverage,00 coverage
3952,2,2,10min headway,10min headway
3953,2,2,10min headway,10min headway
3954,2,2,10min headway,10min headway
3955,2,2,10min headway,10min headway
3956,2,2,10min headway,10min headway
3957,2,2,10min headway,10min headway
3958,2,2,10min headway,10min headway
3959,1,1,05min headway,05min headway
3960,2,2,10min headway,10min headway
3961,2,2,10min headway,10min headway
3962,2,2,10min headway,10min headway
3963,0,0,00 coverage,00 coverage
3964,2,2,10min headway,10min headway
3965,2,2,10min headway,10min headway
3966,1,1,05min headway,05min headway
3967,2,2,10min headway,10min headway
3968,2,2,10min headway,10min headway
3969,2,2,10min headway,10min headway
3970,2,2,10min headway,10min headway
3971,2,2,10min headway,10min headway
3972,2,2,10min headway,10min headway
3973,2,2,10min headway,10min headway
3974,2,2,10min headway,10min headway
3975,2,2,10min headway,10min headway
3976,2,2,10min headway,10min headway
3977,1,1,05min headway,05min headway
3978,2,2,10min headway,10min headway
3979,2,2,10min headway,10min headway
3980,2,2,10min headway,10min headway
3981,1,2,05min headway,10min headway
3982,1,1,05min headway,05min headway
3983,2,2,10min headway,10min headway
3984,2,2,10min headway,10min headway
3985,2,2,10min headway,10min headway
3986,0,0,00 coverage,00 coverage
3987,0,0,00 coverage,00 coverage
3988,0,0,00 coverage,00 coverage
3989,0,0,00 coverage,00 coverage
3990,0,0,00 coverage,00 coverage
3991,1,2,05min headway,10min headway
3992,1,1,05min headway,05min headway
3993,1,2,05min headway,10min headway
3994,1,2,05min headway,10min headway
3995,1,1,05min headway,05min headway
3996,1,1,05min headway,05min headway
3997,1,2,05min headway,10min headway
3998,1,2,05min headway,10min headway
3999,1,1,05min headway,05min headway
4000,2,2,10min headway,10min headway
4001,2,2,10min headway,10min headway
4002,2,2,10min headway,10min headway
4003,2,2,10min headway,10min headway
4004,2,2,10min headway,10min headway
4005,2,2,10min headway,10min headway
4006,1,2,05min headway,10min headway
4007,1,2,05min headway,10min headway
4008,1,1,05min headway,05min headway
4009,2,2,10min headway,10min headway
4010,2,2,10min headway,10min headway
4011,2,2,10min headway,10min headway
4012,0,0,00 coverage,00 coverage
4013,0,0,00 coverage,00 coverage
4014,2,2,10min headway,10min headway
4015,2,2,10min headway,10min headway
4016,0,0,00 coverage,00 coverage
4017,2,2,10min headway,10min headway
4018,2,2,10min headway,10min headway
4019,2,2,10min headway,10min headway
4020,0,0,00 coverage,00 coverage
4021,0,0,00 coverage,00 coverage
4022,0,0,00 coverage,00 coverage
4023,0,0,00 coverage,00 coverage
4024,0,0,00 coverage,00 coverage
4025,1,2,05min headway,10min headway
4026,2,2,10min headway,10min headway
4027,2,2,10min headway,10min headway
4028,1,1,05min headway,05min headway
4029,3,3,Any,Any
4030,2,2,10min headway,10min headway
4031,1,1,05min headway,05min headway
4032,1,1,05min headway,05min headway
4033,3,3,Any,Any
4034,1,1,05min headway,05min headway
4035,0,0,00 coverage,00 coverage
4036,0,0,00 coverage,00 coverage
4037,1,1,05min headway,05min headway
4038,1,1,05min headway,05min headway
4039,1,1,05min headway,05min headway
4040,1,1,05min headway,05min headway
4041,1,1,05min headway,05min headway
4042,2,2,10min headway,10min headway
4043,2,2,10min headway,10min headway
4044,2,2,10min headway,10min headway
4045,1,1,05min headway,05min headway
4046,2,2,10min headway,10min headway
4047,2,2,10min headway,10min headway
4048,2,2,10min headway,10min headway
4049,2,2,10min headway,10min headway
4050,2,2,10min headway,10min headway
4051,2,2,10min headway,10min headway
4052,3,3,Any,Any
4053,2,2,10min headway,10min headway
4054,1,1,05min headway,05min headway
4055,2,2,10min headway,10min headway
4056,2,2,10min headway,10min headway
4057,2,2,10min headway,10min headway
4058,2,2,10min headway,10min headway
4059,2,2,10min headway,10min headway
4060,2,2,10min headway,10min headway
4061,3,3,Any,Any
4062,2,2,10min headway,10min headway
4063,2,2,10min headway,10min headway
4064,2,2,10min headway,10min headway
4065,2,2,10min headway,10min headway
4066,2,2,10min headway,10min headway
4067,2,2,10min headway,10min headway
4068,2,2,10min headway,10min headway
4069,2,2,10min headway,10min headway
4070,2,2,10min headway,10min headway
4071,2,2,10min headway,10min headway
4072,2,2,10min headway,10min headway
4073,2,2,10min headway,10min headway
4074,0,0,00 coverage,00 coverage
4075,1,1,05min headway,05min headway
4076,3,3,Any,Any
4077,2,2,10min headway,10min headway
4078,3,3,Any,Any
4079,2,2,10min headway,10min headway
4080,0,0,00 coverage,00 coverage
4081,2,2,10min headway,10min headway
4082,1,1,05min headway,05min headway
4083,2,2,10min headway,10min headway
4084,1,1,05min headway,05min headway
4085,2,2,10min headway,10min headway
4086,0,0,00 coverage,00 coverage
4087,2,2,10min headway,10min headway
4088,0,0,00 coverage,00 coverage
4089,0,0,00 coverage,00 coverage
4090,0,0,00 coverage,00 coverage
4091,1,2,05min headway,10min headway
4092,0,0,00 coverage,00 coverage
4093,0,0,00 coverage,00 coverage
4094,1,1,05min headway,05min headway
4095,1,1,05min headway,05min headway
4096,0,0,00 coverage,00 coverage
4097,2,2,10min headway,10min headway
4098,2,2,10min headway,10min headway
4099,2,2,10min headway,10min headway
4100,2,2,10min headway,10min headway
4101,2,2,10min headway,10min headway
4102,3,3,Any,Any
4103,3,3,Any,Any
4104,1,1,05min headway,05min headway
4105,1,1,05min headway,05min headway
4106,1,1,05min headway,05min headway
4107,1,1,05min headway,05min headway
4108,2,2,10min headway,10min headway
4109,0,0,00 coverage,00 coverage
4110,3,3,Any,Any
4111,1,1,05min headway,05min headway
4112,3,3,Any,Any
4113,2,2,10min headway,10min headway
4114,2,2,10min headway,10min headway
4115,2,2,10min headway,10min headway
4116,2,2,10min headway,10min headway
4117,3,3,Any,Any
4118,2,2,10min headway,10min headway
4119,2,2,10min headway,10min headway
4120,1,2,05min headway,10min headway
4121,1,2,05min headway,10min headway
4122,1,2,05min headway,10min headway
4123,1,2,05min headway,10min headway
4124,2,2,10min headway,10min headway
4125,3,3,Any,Any
4126,2,2,10min headway,10min headway
4127,2,2,10min headway,10min headway
4128,3,3,Any,Any
4129,1,2,05min headway,10min headway
4130,2,2,10min headway,10min headway
4131,2,2,10min headway,10min headway
4132,1,1,05min headway,05min headway
4133,2,2,10min headway,10min headway
4134,1,1,05min headway,05min headway
4135,3,3,Any,Any
4136,2,2,10min headway,10min headway
4137,0,0,00 coverage,00 coverage
4138,3,3,Any,Any
4139,3,3,Any,Any
4140,2,2,10min headway,10min headway
4141,2,2,10min headway,10min headway
4142,0,0,00 coverage,00 coverage
4143,2,2,10min headway,10min headway
4144,0,0,00 coverage,00 coverage
4145,0,0,00 coverage,00 coverage
4146,2,2,10min headway,10min headway
4147,2,2,10min headway,10min headway
4148,0,0,00 coverage,00 coverage
4149,0,0,00 coverage,00 coverage
4150,2,2,10min headway,10min headway
4151,2,2,10min headway,10min headway
4152,2,2,10min headway,10min headway
4153,2,2,10min headway,10min headway
4154,2,2,10min headway,10min headway
4155,2,2,10min headway,10min headway
4156,3,3,Any,Any
4157,0,0,00 coverage,00 coverage
4158,1,1,05min headway,05min headway
4159,1,2,05min headway,10min headway
4160,1,2,05min headway,10min headway
4161,1,2,05min headway,10min headway
4162,1,2,05min headway,10min headway
4163,1,1,05min headway,05min headway
4164,1,1,05min headway,05min headway
4165,1,1,05min headway,05min headway
4166,1,1,05min headway,05min headway
4167,1,1,05min headway,05min headway
4168,1,1,05min headway,05min headway
4169,2,2,10min headway,10min headway
4170,2,2,10min headway,10min headway
4171,2,2,10min headway,10min headway
4172,2,2,10min headway,10min headway
4173,2,2,10min headway,10min headway
4174,1,2,05min headway,10min headway
4175,2,2,10min headway,10min headway
4176,2,2,10min headway,10min headway
4177,2,2,10min headway,10min headway
4178,2,2,10min headway,10min headway
4179,2,2,10min headway,10min headway
4180,1,1,05min headway,05min headway
4181,1,1,05min headway,05min headway
4182,1,1,05min headway,05min headway
4183,1,1,05min headway,05min headway
4184,2,2,10min headway,10min headway
4185,2,2,10min headway,10min headway
4186,1,2,05min headway,10min headway
4187,0,0,00 coverage,00 coverage
4188,1,2,05min headway,10min headway
4189,1,2,05min headway,10min headway
4190,3,3,Any,Any
4191,2,2,10min headway,10min headway
4192,2,2,10min headway,10min headway
4193,2,2,10min headway,10min headway
4194,1,1,05min headway,05min headway
4195,1,2,05min headway,10min headway
4196,2,2,10min headway,10min headway
4197,1,1,05min headway,05min headway
4198,1,1,05min headway,05min headway
4199,1,1,05min headway,05min headway
4200,2,2,10min headway,10min headway
4201,2,2,10min headway,10min headway
4202,2,2,10min headway,10min headway
4203,0,0,00 coverage,00 coverage
4204,1,1,05min headway,05min headway
4205,1,1,05min headway,05min headway
4206,1,1,05min headway,05min headway
4207,2,2,10min headway,10min headway
4208,2,2,10min headway,10min headway
4209,2,2,10min headway,10min headway
4210,2,2,10min headway,10min headway
4211,2,2,10min headway,10min headway
4212,2,2,10min headway,10min headway
4213,2,2,10min headway,10min headway
4214,1,1,05min headway,05min headway
4215,0,0,00 coverage,00 coverage
4216,2,2,10min headway,10min headway
4217,0,0,00 coverage,00 coverage
4218,0,0,00 coverage,00 coverage
4219,1,2,05min headway,10min headway
4220,2,2,10min headway,10min headway
4221,2,2,10min headway,10min headway
4222,2,2,10min headway,10min headway
4223,1,2,05min headway,10min headway
4224,1,2,05min headway,10min headway
4225,1,2,05min headway,10min headway
4226,1,2,05min headway,10min headway
4227,2,2,10min headway,10min headway
4228,0,0,00 coverage,00 coverage
4229,3,3,Any,Any
4230,3,3,Any,Any
4231,3,3,Any,Any
4232,2,2,10min headway,10min headway
4233,2,2,10min headway,10min headway
4234,1,1,05min headway,05min headway
4235,1,1,05min headway,05min headway
4236,0,0,00 coverage,00 coverage
4237,2,2,10min headway,10min headway
4238,2,2,10min headway,10min headway
4239,3,3,Any,Any
4240,2,2,10min headway,10min headway
4241,2,2,10min headway,10min headway
4242,2,2,10min headway,10min headway
4243,1,1,05min headway,05min headway
4244,1,1,05min headway,05min headway
4245,1,1,05min headway,05min headway
4246,3,3,Any,Any
4247,3,3,Any,Any
4248,2,2,10min headway,10min headway
4249,3,3,Any,Any
4250,2,2,10min headway,10min headway
4251,2,2,10min headway,10min headway
4252,2,2,10min headway,10min headway
4253,1,1,05min headway,05min headway
4254,1,1,05min headway,05min headway
4255,1,1,05min headway,05min headway
4256,1,1,05min headway,05min headway
4257,2,2,10min headway,10min headway
4258,2,2,10min headway,10min headway
4259,2,2,10min headway,10min headway
4260,2,2,10min headway,10min headway
4261,2,2,10min headway,10min headway
4262,1,1,05min headway,05min headway
4263,1,1,05min headway,05min headway
4264,1,1,05min headway,05min headway
4265,1,1,05min headway,05min headway
4266,1,1,05min headway,05min headway
4267,1,1,05min headway,05min headway
4268,2,2,10min headway,10min headway
4269,2,2,10min headway,10min headway
4270,2,2,10min headway,10min headway
4271,2,2,10min headway,10min headway
4272,0,0,00 coverage,00 coverage
4273,2,2,10min headway,10min headway
4274,0,0,00 coverage,00 coverage
4275,2,2,10min headway,10min headway
4276,2,2,10min headway,10min headway
4277,0,0,00 coverage,00 coverage
4278,2,2,10min headway,10min headway
4279,2,2,10min headway,10min headway
4280,2,2,10min headway,10min headway
4281,2,2,10min headway,10min headway
4282,1,1,05min headway,05min headway
4283,3,3,Any,Any
4284,2,2,10min headway,10min headway
4285,2,2,10min headway,10min headway
4286,2,2,10min headway,10min headway
4287,2,2,10min headway,10min headway
4288,2,2,10min headway,10min headway
4289,2,2,10min headway,10min headway
4290,2,2,10min headway,10min headway
4291,2,2,10min headway,10min headway
4292,2,2,10min headway,10min headway
4293,3,3,Any,Any
4294,1,2,05min headway,10min headway
4295,1,1,05min headway,05min headway
4296,2,2,10min headway,10min headway
4297,0,0,00 coverage,00 coverage
4298,0,0,00 coverage,00 coverage
4299,2,2,10min headway,10min headway
4300,0,0,00 coverage,00 coverage
4301,2,2,10min headway,10min headway
4302,2,2,10min headway,10min headway
4303,0,0,00 coverage,00 coverage
4304,2,2,10min headway,10min headway
4305,1,1,05min headway,05min headway
4306,3,3,Any,Any
4307,2,2,10min headway,10min headway
4308,3,3,Any,Any
4309,1,1,05min headway,05min headway
4310,1,1,05min headway,05min headway
4311,0,0,00 coverage,00 coverage
4312,0,0,00 coverage,00 coverage
4313,2,2,10min headway,10min headway
4314,2,2,10min headway,10min headway
4315,2,2,10min headway,10min headway
4316,2,2,10min headway,10min headway
4317,2,2,10min headway,10min headway
4318,0,0,00 coverage,00 coverage
4319,1,2,05min headway,10min headway
4320,1,1,05min headway,05min headway
4321,1,1,05min headway,05min headway
4322,2,2,10min headway,10min headway
4323,2,2,10min headway,10min headway
4324,2,2,10min headway,10min headway
4325,0,0,00 coverage,00 coverage
4326,1,1,05min headway,05min headway
4327,1,1,05min headway,05min headway
4328,1,1,05min headway,05min headway
4329,1,1,05min headway,05min headway
4330,3,3,Any,Any
4331,1,1,05min headway,05min headway
4332,1,1,05min headway,05min headway
4333,2,2,10min headway,10min headway
4334,2,2,10min headway,10min headway
4335,1,2,05min headway,10min headway
4336,1,2,05min headway,10min headway
4337,0,0,00 coverage,00 coverage
4338,3,3,Any,Any
4339,1,1,05min headway,05min headway
4340,1,1,05min headway,05min headway
4341,1,1,05min headway,05min headway
4342,1,1,05min headway,05min headway
4343,1,1,05min headway,05min headway
4344,2,2,10min headway,10min headway
4345,1,2,05min headway,10min headway
4346,1,1,05min headway,05min headway
4347,3,3,Any,Any
4348,2,2,10min headway,10min headway
4349,0,0,00 coverage,00 coverage
4350,2,2,10min headway,10min headway
4351,0,0,00 coverage,00 coverage
4352,0,0,00 coverage,00 coverage
4353,3,3,Any,Any
4354,0,0,00 coverage,00 coverage
4355,2,2,10min headway,10min headway
4356,1,1,05min headway,05min headway
4357,2,2,10min headway,10min headway
4358,2,2,10min headway,10min headway
4359,2,2,10min headway,10min headway
4360,0,0,00 coverage,00 coverage
4361,0,0,00 coverage,00 coverage
4362,2,2,10min headway,10min headway
4363,2,2,10min headway,10min headway
4364,1,1,05min headway,05min headway
4365,1,1,05min headway,05min headway
4366,2,2,10min headway,10min headway
4367,1,1,05min headway,05min headway
4368,1,1,05min headway,05min headway
4369,1,1,05min headway,05min headway
4370,2,2,10min headway,10min headway
4371,1,1,05min headway,05min headway
4372,1,1,05min headway,05min headway
4373,1,1,05min headway,05min headway
4374,0,0,00 coverage,00 coverage
4375,2,2,10min headway,10min headway
4376,1,1,05min headway,05min headway
4377,1,1,05min headway,05min headway
4378,2,2,10min headway,10min headway
4379,2,2,10min headway,10min headway
4380,1,1,05min headway,05min headway
4381,0,0,00 coverage,00 coverage
4382,2,2,10min headway,10min headway
4383,2,2,10min headway,10min headway
4384,2,2,10min headway,10min headway
4385,2,2,10min headway,10min headway
4386,2,2,10min headway,10min headway
4387,0,0,00 coverage,00 coverage
4388,1,1,05min headway,05min headway
4389,1,1,05min headway,05min headway
4390,1,1,05min headway,05min headway
4391,2,2,10min headway,10min headway
4392,2,2,10min headway,10min headway
4393,2,2,10min headway,10min headway
4394,2,2,10min headway,10min headway
4395,2,2,10min headway,10min headway
4396,2,2,10min headway,10min headway
4397,2,2,10min headway,10min headway
4398,0,0,00 coverage,00 coverage
4399,2,2,10min headway,10min headway
4400,2,2,10min headway,10min headway
4401,2,2,10min headway,10min headway
4402,2,2,10min headway,10min headway
4403,2,2,10min headway,10min headway
4404,2,2,10min headway,10min headway
4405,2,2,10min headway,10min headway
4406,2,2,10min headway,10min headway
4407,2,2,10min headway,10min headway
4408,2,2,10min headway,10min headway
4409,3,3,Any,Any
4410,2,2,10min headway,10min headway
5001,0,0,00 coverage,00 coverage
5002,0,0,00 coverage,00 coverage
5003,0,0,00 coverage,00 coverage
5004,0,0,00 coverage,00 coverage
