MAZID,Code_AM,Code_PM,Coverage_AM,Coverage_PM
869,2,2,10min headway,10min headway
870,2,2,10min headway,10min headway
871,2,2,10min headway,10min headway
872,2,2,10min headway,10min headway
873,3,3,Any,Any
874,2,2,10min headway,10min headway
875,3,3,Any,Any
876,2,2,10min headway,10min headway
877,2,2,10min headway,10min headway
878,3,3,Any,Any
879,3,3,Any,Any
880,0,0,00 coverage,00 coverage
881,3,3,Any,Any
882,2,2,10min headway,10min headway
883,2,2,10min headway,10min headway
884,2,2,10min headway,10min headway
885,2,2,10min headway,10min headway
886,1,1,05min headway,05min headway
887,2,2,10min headway,10min headway
888,1,1,05min headway,05min headway
889,1,1,05min headway,05min headway
890,1,1,05min headway,05min headway
891,1,1,05min headway,05min headway
892,1,1,05min headway,05min headway
893,2,2,10min headway,10min headway
894,1,1,05min headway,05min headway
895,1,1,05min headway,05min headway
896,1,1,05min headway,05min headway
897,0,0,00 coverage,00 coverage
898,1,1,05min headway,05min headway
899,1,1,05min headway,05min headway
900,3,3,Any,Any
901,1,2,05min headway,10min headway
902,1,2,05min headway,10min headway
903,1,1,05min headway,05min headway
904,2,2,10min headway,10min headway
905,0,0,00 coverage,00 coverage
906,2,2,10min headway,10min headway
907,3,3,Any,Any
908,2,2,10min headway,10min headway
909,3,3,Any,Any
910,2,2,10min headway,10min headway
911,2,2,10min headway,10min headway
912,2,2,10min headway,10min headway
913,2,2,10min headway,10min headway
914,2,2,10min headway,10min headway
915,2,2,10min headway,10min headway
916,2,2,10min headway,10min headway
917,2,2,10min headway,10min headway
918,1,2,05min headway,10min headway
919,1,2,05min headway,10min headway
920,1,1,05min headway,05min headway
921,1,1,05min headway,05min headway
922,1,1,05min headway,05min headway
923,1,1,05min headway,05min headway
924,3,3,Any,Any
925,2,2,10min headway,10min headway
926,3,3,Any,Any
927,0,0,00 coverage,00 coverage
928,0,0,00 coverage,00 coverage
929,2,2,10min headway,10min headway
930,2,2,10min headway,10min headway
931,2,2,10min headway,10min headway
932,1,1,05min headway,05min headway
933,0,0,00 coverage,00 coverage
934,1,1,05min headway,05min headway
935,1,1,05min headway,05min headway
936,1,1,05min headway,05min headway
937,2,2,10min headway,10min headway
938,1,2,05min headway,10min headway
939,1,1,05min headway,05min headway
940,1,1,05min headway,05min headway
941,1,1,05min headway,05min headway
942,2,2,10min headway,10min headway
943,2,2,10min headway,10min headway
944,1,2,05min headway,10min headway
945,0,0,00 coverage,00 coverage
946,0,0,00 coverage,00 coverage
947,0,0,00 coverage,00 coverage
948,0,0,00 coverage,00 coverage
949,1,2,05min headway,10min headway
950,1,2,05min headway,10min headway
951,1,1,05min headway,05min headway
952,2,2,10min headway,10min headway
953,0,0,00 coverage,00 coverage
954,2,2,10min headway,10min headway
955,0,0,00 coverage,00 coverage
956,3,3,Any,Any
957,2,2,10min headway,10min headway
958,3,3,Any,Any
959,1,1,05min headway,05min headway
960,1,1,05min headway,05min headway
961,3,3,Any,Any
962,2,2,10min headway,10min headway
963,2,2,10min headway,10min headway
964,2,2,10min headway,10min headway
965,2,2,10min headway,10min headway
966,0,0,00 coverage,00 coverage
967,2,2,10min headway,10min headway
968,2,2,10min headway,10min headway
969,3,3,Any,Any
970,3,3,Any,Any
971,3,3,Any,Any
972,0,0,00 coverage,00 coverage
973,1,1,05min headway,05min headway
974,1,1,05min headway,05min headway
975,2,2,10min headway,10min headway
976,2,2,10min headway,10min headway
977,1,1,05min headway,05min headway
978,1,2,05min headway,10min headway
979,1,1,05min headway,05min headway
980,3,3,Any,Any
981,3,3,Any,Any
982,3,3,Any,Any
983,1,1,05min headway,05min headway
984,2,2,10min headway,10min headway
985,2,2,10min headway,10min headway
986,2,2,10min headway,10min headway
987,1,2,05min headway,10min headway
988,1,2,05min headway,10min headway
989,0,0,00 coverage,00 coverage
990,3,3,Any,Any
991,3,3,Any,Any
992,0,0,00 coverage,00 coverage
993,2,2,10min headway,10min headway
994,2,2,10min headway,10min headway
995,0,0,00 coverage,00 coverage
996,2,2,10min headway,10min headway
997,2,2,10min headway,10min headway
998,2,2,10min headway,10min headway
999,2,2,10min headway,10min headway
1000,1,1,05min headway,05min headway
1001,1,1,05min headway,05min headway
1002,2,2,10min headway,10min headway
1003,1,1,05min headway,05min headway
1004,1,1,05min headway,05min headway
1005,1,1,05min headway,05min headway
1006,1,1,05min headway,05min headway
1007,2,2,10min headway,10min headway
1008,2,2,10min headway,10min headway
1009,2,2,10min headway,10min headway
1010,2,2,10min headway,10min headway
1011,2,2,10min headway,10min headway
1012,0,0,00 coverage,00 coverage
1013,0,0,00 coverage,00 coverage
1014,0,0,00 coverage,00 coverage
1015,3,3,Any,Any
1016,1,1,05min headway,05min headway
1017,3,3,Any,Any
1018,1,1,05min headway,05min headway
1019,1,1,05min headway,05min headway
1020,0,0,00 coverage,00 coverage
1021,2,2,10min headway,10min headway
1022,2,2,10min headway,10min headway
1023,2,2,10min headway,10min headway
1024,2,2,10min headway,10min headway
1025,2,2,10min headway,10min headway
1026,2,2,10min headway,10min headway
1027,2,2,10min headway,10min headway
1028,2,2,10min headway,10min headway
1029,2,2,10min headway,10min headway
1030,2,2,10min headway,10min headway
1031,2,2,10min headway,10min headway
1032,2,2,10min headway,10min headway
1033,2,2,10min headway,10min headway
1034,2,2,10min headway,10min headway
1035,1,1,05min headway,05min headway
1036,1,1,05min headway,05min headway
1037,1,1,05min headway,05min headway
1038,1,1,05min headway,05min headway
1039,0,0,00 coverage,00 coverage
1040,0,0,00 coverage,00 coverage
1041,0,0,00 coverage,00 coverage
1042,0,0,00 coverage,00 coverage
1043,0,0,00 coverage,00 coverage
1044,0,0,00 coverage,00 coverage
1045,0,0,00 coverage,00 coverage
1046,0,0,00 coverage,00 coverage
1047,0,0,00 coverage,00 coverage
1048,0,0,00 coverage,00 coverage
1049,0,0,00 coverage,00 coverage
1050,0,0,00 coverage,00 coverage
1051,0,0,00 coverage,00 coverage
1052,2,2,10min headway,10min headway
1053,2,2,10min headway,10min headway
1054,2,2,10min headway,10min headway
1055,0,0,00 coverage,00 coverage
1056,3,3,Any,Any
1057,1,2,05min headway,10min headway
1058,1,2,05min headway,10min headway
1059,1,2,05min headway,10min headway
1060,1,2,05min headway,10min headway
1061,2,2,10min headway,10min headway
1062,2,2,10min headway,10min headway
1063,2,2,10min headway,10min headway
1064,2,2,10min headway,10min headway
1065,2,2,10min headway,10min headway
1066,2,2,10min headway,10min headway
1067,1,1,05min headway,05min headway
1068,1,1,05min headway,05min headway
1069,1,1,05min headway,05min headway
1070,1,1,05min headway,05min headway
1071,2,2,10min headway,10min headway
1072,0,0,00 coverage,00 coverage
1073,0,0,00 coverage,00 coverage
1074,2,2,10min headway,10min headway
1075,2,2,10min headway,10min headway
1076,3,3,Any,Any
1077,2,2,10min headway,10min headway
1078,1,1,05min headway,05min headway
1079,2,2,10min headway,10min headway
1080,0,0,00 coverage,00 coverage
1081,0,0,00 coverage,00 coverage
1082,2,2,10min headway,10min headway
1083,2,2,10min headway,10min headway
1084,2,2,10min headway,10min headway
1085,2,2,10min headway,10min headway
1086,2,2,10min headway,10min headway
1087,2,2,10min headway,10min headway
1088,2,2,10min headway,10min headway
1089,2,2,10min headway,10min headway
1090,2,2,10min headway,10min headway
1091,2,2,10min headway,10min headway
1092,2,2,10min headway,10min headway
1093,2,2,10min headway,10min headway
1094,3,3,Any,Any
1095,2,2,10min headway,10min headway
1096,0,0,00 coverage,00 coverage
1097,0,0,00 coverage,00 coverage
1098,2,2,10min headway,10min headway
1099,3,3,Any,Any
1100,2,2,10min headway,10min headway
1101,0,0,00 coverage,00 coverage
1102,2,2,10min headway,10min headway
1103,2,2,10min headway,10min headway
1104,2,2,10min headway,10min headway
1105,2,2,10min headway,10min headway
1106,2,2,10min headway,10min headway
1107,2,2,10min headway,10min headway
1108,0,0,00 coverage,00 coverage
1109,0,0,00 coverage,00 coverage
1110,0,0,00 coverage,00 coverage
1111,0,0,00 coverage,00 coverage
1112,2,2,10min headway,10min headway
1113,0,0,00 coverage,00 coverage
1114,2,2,10min headway,10min headway
1115,2,2,10min headway,10min headway
1116,2,2,10min headway,10min headway
1117,2,2,10min headway,10min headway
1118,3,3,Any,Any
1119,2,2,10min headway,10min headway
1120,2,2,10min headway,10min headway
1121,1,1,05min headway,05min headway
1122,2,2,10min headway,10min headway
1123,0,0,00 coverage,00 coverage
1124,1,1,05min headway,05min headway
1125,1,2,05min headway,10min headway
1126,0,0,00 coverage,00 coverage
1127,2,2,10min headway,10min headway
1128,2,2,10min headway,10min headway
1129,2,2,10min headway,10min headway
1130,0,0,00 coverage,00 coverage
1131,2,2,10min headway,10min headway
1132,1,1,05min headway,05min headway
1133,3,3,Any,Any
1134,2,2,10min headway,10min headway
1135,0,0,00 coverage,00 coverage
1136,2,2,10min headway,10min headway
1137,2,2,10min headway,10min headway
1138,2,2,10min headway,10min headway
1139,2,2,10min headway,10min headway
1140,2,2,10min headway,10min headway
1141,2,2,10min headway,10min headway
1142,2,2,10min headway,10min headway
1143,2,2,10min headway,10min headway
1144,3,3,Any,Any
1145,2,2,10min headway,10min headway
1146,2,2,10min headway,10min headway
1147,0,0,00 coverage,00 coverage
1148,1,1,05min headway,05min headway
1149,2,2,10min headway,10min headway
1150,1,1,05min headway,05min headway
1151,1,1,05min headway,05min headway
1152,1,1,05min headway,05min headway
1153,2,2,10min headway,10min headway
1154,1,1,05min headway,05min headway
1155,1,2,05min headway,10min headway
1156,2,2,10min headway,10min headway
1157,2,2,10min headway,10min headway
1158,2,2,10min headway,10min headway
1159,2,2,10min headway,10min headway
1160,2,2,10min headway,10min headway
1161,2,2,10min headway,10min headway
1162,1,1,05min headway,05min headway
1163,1,1,05min headway,05min headway
1164,0,0,00 coverage,00 coverage
1165,3,3,Any,Any
1166,2,2,10min headway,10min headway
1167,2,2,10min headway,10min headway
1168,2,2,10min headway,10min headway
1169,2,2,10min headway,10min headway
1170,3,3,Any,Any
1171,3,3,Any,Any
1172,2,2,10min headway,10min headway
1173,1,1,05min headway,05min headway
1174,2,2,10min headway,10min headway
1175,2,2,10min headway,10min headway
1176,2,2,10min headway,10min headway
1177,2,2,10min headway,10min headway
1178,0,0,00 coverage,00 coverage
1179,2,2,10min headway,10min headway
1180,2,2,10min headway,10min headway
1181,2,2,10min headway,10min headway
1182,2,2,10min headway,10min headway
1183,2,2,10min headway,10min headway
1184,0,0,00 coverage,00 coverage
1185,0,0,00 coverage,00 coverage
1186,2,2,10min headway,10min headway
1187,2,2,10min headway,10min headway
1188,2,2,10min headway,10min headway
1189,2,2,10min headway,10min headway
1190,2,2,10min headway,10min headway
1191,2,2,10min headway,10min headway
1192,0,0,00 coverage,00 coverage
1193,0,0,00 coverage,00 coverage
1194,0,0,00 coverage,00 coverage
1195,0,0,00 coverage,00 coverage
1196,1,1,05min headway,05min headway
1197,1,1,05min headway,05min headway
1198,1,1,05min headway,05min headway
1199,1,1,05min headway,05min headway
1200,3,3,Any,Any
1201,2,2,10min headway,10min headway
1202,2,2,10min headway,10min headway
1203,2,2,10min headway,10min headway
1204,0,0,00 coverage,00 coverage
1205,3,3,Any,Any
1206,3,3,Any,Any
1207,0,0,00 coverage,00 coverage
1208,2,2,10min headway,10min headway
1209,3,3,Any,Any
1210,2,2,10min headway,10min headway
1211,2,2,10min headway,10min headway
1212,2,2,10min headway,10min headway
1213,1,1,05min headway,05min headway
1214,2,2,10min headway,10min headway
1215,2,2,10min headway,10min headway
1216,2,2,10min headway,10min headway
1217,0,0,00 coverage,00 coverage
1218,0,0,00 coverage,00 coverage
1219,0,0,00 coverage,00 coverage
1220,0,0,00 coverage,00 coverage
1221,0,0,00 coverage,00 coverage
1222,0,0,00 coverage,00 coverage
1223,0,0,00 coverage,00 coverage
1224,2,2,10min headway,10min headway
1225,2,2,10min headway,10min headway
1226,2,2,10min headway,10min headway
1227,2,2,10min headway,10min headway
1228,1,1,05min headway,05min headway
1229,2,2,10min headway,10min headway
1230,2,2,10min headway,10min headway
1231,0,0,00 coverage,00 coverage
1232,2,2,10min headway,10min headway
1233,1,1,05min headway,05min headway
1234,1,2,05min headway,10min headway
1235,1,1,05min headway,05min headway
1236,1,1,05min headway,05min headway
1237,1,1,05min headway,05min headway
1238,2,2,10min headway,10min headway
1239,0,0,00 coverage,00 coverage
1240,3,3,Any,Any
1241,3,3,Any,Any
1242,3,3,Any,Any
1243,0,0,00 coverage,00 coverage
1244,1,1,05min headway,05min headway
1245,1,1,05min headway,05min headway
1246,1,1,05min headway,05min headway
1247,2,2,10min headway,10min headway
1248,2,2,10min headway,10min headway
1249,2,2,10min headway,10min headway
1250,2,2,10min headway,10min headway
1251,2,2,10min headway,10min headway
1252,2,2,10min headway,10min headway
1253,2,2,10min headway,10min headway
1254,2,2,10min headway,10min headway
1255,2,2,10min headway,10min headway
1256,2,2,10min headway,10min headway
1257,2,2,10min headway,10min headway
1258,2,2,10min headway,10min headway
1259,2,2,10min headway,10min headway
1260,3,3,Any,Any
1261,3,3,Any,Any
1262,1,1,05min headway,05min headway
1263,1,1,05min headway,05min headway
1264,1,1,05min headway,05min headway
1265,2,2,10min headway,10min headway
1266,2,2,10min headway,10min headway
1267,2,2,10min headway,10min headway
1268,1,1,05min headway,05min headway
1269,2,2,10min headway,10min headway
1270,2,2,10min headway,10min headway
1271,3,3,Any,Any
1272,3,3,Any,Any
1273,2,2,10min headway,10min headway
1274,2,2,10min headway,10min headway
1275,2,2,10min headway,10min headway
1276,2,2,10min headway,10min headway
1277,2,2,10min headway,10min headway
1278,1,1,05min headway,05min headway
1279,2,2,10min headway,10min headway
1280,1,1,05min headway,05min headway
1281,3,3,Any,Any
1282,1,1,05min headway,05min headway
1283,3,3,Any,Any
1284,3,3,Any,Any
1285,3,3,Any,Any
1286,2,2,10min headway,10min headway
1287,2,2,10min headway,10min headway
1288,2,2,10min headway,10min headway
1289,2,2,10min headway,10min headway
1290,2,2,10min headway,10min headway
1291,1,1,05min headway,05min headway
1292,2,2,10min headway,10min headway
1293,2,2,10min headway,10min headway
1294,2,2,10min headway,10min headway
1295,2,2,10min headway,10min headway
1296,2,2,10min headway,10min headway
1297,2,2,10min headway,10min headway
1298,2,2,10min headway,10min headway
1299,2,2,10min headway,10min headway
1300,3,3,Any,Any
1301,2,2,10min headway,10min headway
1302,1,1,05min headway,05min headway
1303,2,2,10min headway,10min headway
1304,2,2,10min headway,10min headway
1305,1,1,05min headway,05min headway
1306,1,1,05min headway,05min headway
1307,2,2,10min headway,10min headway
1308,1,2,05min headway,10min headway
1309,2,2,10min headway,10min headway
1310,2,2,10min headway,10min headway
1311,2,2,10min headway,10min headway
1312,2,2,10min headway,10min headway
1313,0,0,00 coverage,00 coverage
1314,0,0,00 coverage,00 coverage
1315,1,1,05min headway,05min headway
1316,2,2,10min headway,10min headway
1317,2,2,10min headway,10min headway
1318,1,1,05min headway,05min headway
1319,2,2,10min headway,10min headway
1320,2,2,10min headway,10min headway
1321,2,2,10min headway,10min headway
1322,2,2,10min headway,10min headway
1323,2,2,10min headway,10min headway
1324,2,2,10min headway,10min headway
1325,0,0,00 coverage,00 coverage
1326,1,1,05min headway,05min headway
1327,2,2,10min headway,10min headway
1328,2,2,10min headway,10min headway
1329,0,0,00 coverage,00 coverage
1330,1,2,05min headway,10min headway
1331,1,2,05min headway,10min headway
1332,2,2,10min headway,10min headway
1333,2,2,10min headway,10min headway
1334,2,2,10min headway,10min headway
1335,2,2,10min headway,10min headway
1336,2,2,10min headway,10min headway
1337,2,2,10min headway,10min headway
1338,0,0,00 coverage,00 coverage
1339,0,0,00 coverage,00 coverage
1340,2,2,10min headway,10min headway
1341,2,2,10min headway,10min headway
1342,2,2,10min headway,10min headway
1343,2,2,10min headway,10min headway
1344,2,2,10min headway,10min headway
1345,2,2,10min headway,10min headway
1346,3,3,Any,Any
1347,3,3,Any,Any
1348,3,3,Any,Any
1349,2,2,10min headway,10min headway
1350,2,2,10min headway,10min headway
1351,0,0,00 coverage,00 coverage
1352,2,2,10min headway,10min headway
1353,1,1,05min headway,05min headway
1354,2,2,10min headway,10min headway
1355,0,0,00 coverage,00 coverage
1356,0,0,00 coverage,00 coverage
1357,2,2,10min headway,10min headway
1358,2,2,10min headway,10min headway
1359,1,1,05min headway,05min headway
1360,1,1,05min headway,05min headway
1361,1,1,05min headway,05min headway
1362,1,1,05min headway,05min headway
1363,3,3,Any,Any
1364,2,2,10min headway,10min headway
1365,2,2,10min headway,10min headway
1366,2,2,10min headway,10min headway
1367,2,2,10min headway,10min headway
1368,2,2,10min headway,10min headway
1369,2,2,10min headway,10min headway
1370,2,2,10min headway,10min headway
1371,1,1,05min headway,05min headway
1372,2,2,10min headway,10min headway
1373,0,0,00 coverage,00 coverage
1374,2,2,10min headway,10min headway
1375,0,0,00 coverage,00 coverage
1376,2,2,10min headway,10min headway
1377,2,2,10min headway,10min headway
1378,2,2,10min headway,10min headway
1379,2,2,10min headway,10min headway
1380,2,2,10min headway,10min headway
1381,2,2,10min headway,10min headway
1382,1,1,05min headway,05min headway
1383,1,1,05min headway,05min headway
1384,1,1,05min headway,05min headway
1385,1,1,05min headway,05min headway
1386,2,2,10min headway,10min headway
1387,2,2,10min headway,10min headway
1388,2,2,10min headway,10min headway
1389,3,3,Any,Any
1390,2,2,10min headway,10min headway
1391,2,2,10min headway,10min headway
1392,1,1,05min headway,05min headway
1393,2,2,10min headway,10min headway
1394,2,2,10min headway,10min headway
1395,2,2,10min headway,10min headway
1396,2,2,10min headway,10min headway
1397,2,2,10min headway,10min headway
1398,2,2,10min headway,10min headway
1399,2,2,10min headway,10min headway
1400,1,1,05min headway,05min headway
1401,1,1,05min headway,05min headway
1402,0,0,00 coverage,00 coverage
1403,2,2,10min headway,10min headway
1404,2,2,10min headway,10min headway
1405,2,2,10min headway,10min headway
1406,2,2,10min headway,10min headway
1407,2,2,10min headway,10min headway
1408,2,2,10min headway,10min headway
1409,2,2,10min headway,10min headway
1410,0,0,00 coverage,00 coverage
1411,0,0,00 coverage,00 coverage
1412,0,0,00 coverage,00 coverage
1413,2,2,10min headway,10min headway
1414,1,1,05min headway,05min headway
1415,1,1,05min headway,05min headway
1416,2,2,10min headway,10min headway
1417,2,2,10min headway,10min headway
1418,2,2,10min headway,10min headway
1419,2,2,10min headway,10min headway
1420,2,2,10min headway,10min headway
1421,1,1,05min headway,05min headway
1422,2,2,10min headway,10min headway
1423,1,1,05min headway,05min headway
1424,1,1,05min headway,05min headway
1425,1,1,05min headway,05min headway
1426,1,1,05min headway,05min headway
1427,1,1,05min headway,05min headway
1428,1,1,05min headway,05min headway
1429,1,1,05min headway,05min headway
1430,1,1,05min headway,05min headway
1431,2,2,10min headway,10min headway
1432,0,0,00 coverage,00 coverage
1433,1,1,05min headway,05min headway
1434,0,0,00 coverage,00 coverage
1435,2,2,10min headway,10min headway
1436,0,0,00 coverage,00 coverage
1437,2,2,10min headway,10min headway
1438,2,2,10min headway,10min headway
1439,1,1,05min headway,05min headway
1440,1,1,05min headway,05min headway
1441,2,2,10min headway,10min headway
1442,2,2,10min headway,10min headway
1443,2,2,10min headway,10min headway
1444,2,2,10min headway,10min headway
1445,2,2,10min headway,10min headway
1446,2,2,10min headway,10min headway
1447,2,2,10min headway,10min headway
1448,2,2,10min headway,10min headway
1449,1,1,05min headway,05min headway
1450,2,2,10min headway,10min headway
1451,2,2,10min headway,10min headway
1452,1,2,05min headway,10min headway
1453,2,2,10min headway,10min headway
1454,1,1,05min headway,05min headway
1455,1,1,05min headway,05min headway
1456,1,1,05min headway,05min headway
1457,2,2,10min headway,10min headway
1458,2,2,10min headway,10min headway
1459,2,2,10min headway,10min headway
1460,2,2,10min headway,10min headway
1461,0,0,00 coverage,00 coverage
1462,2,2,10min headway,10min headway
1463,3,3,Any,Any
1464,2,2,10min headway,10min headway
1465,1,1,05min headway,05min headway
1466,1,1,05min headway,05min headway
1467,1,1,05min headway,05min headway
1468,1,1,05min headway,05min headway
1469,2,2,10min headway,10min headway
1470,2,2,10min headway,10min headway
1471,1,1,05min headway,05min headway
1472,2,2,10min headway,10min headway
1473,1,2,05min headway,10min headway
1474,2,2,10min headway,10min headway
1475,2,2,10min headway,10min headway
1476,2,2,10min headway,10min headway
1477,2,2,10min headway,10min headway
1478,2,2,10min headway,10min headway
1479,2,2,10min headway,10min headway
1480,1,1,05min headway,05min headway
1481,1,1,05min headway,05min headway
1482,2,2,10min headway,10min headway
1483,1,1,05min headway,05min headway
1484,2,2,10min headway,10min headway
1485,2,2,10min headway,10min headway
1486,2,2,10min headway,10min headway
1487,1,2,05min headway,10min headway
1488,2,2,10min headway,10min headway
1489,1,1,05min headway,05min headway
1490,2,2,10min headway,10min headway
1491,1,1,05min headway,05min headway
1492,1,1,05min headway,05min headway
1493,1,1,05min headway,05min headway
1494,2,2,10min headway,10min headway
1495,1,1,05min headway,05min headway
1496,2,2,10min headway,10min headway
1497,2,2,10min headway,10min headway
1498,2,2,10min headway,10min headway
1499,2,2,10min headway,10min headway
1500,3,3,Any,Any
1501,3,3,Any,Any
1502,0,0,00 coverage,00 coverage
1503,3,3,Any,Any
1504,3,3,Any,Any
1505,0,0,00 coverage,00 coverage
1506,0,0,00 coverage,00 coverage
1507,3,3,Any,Any
1508,3,3,Any,Any
1509,3,3,Any,Any
1510,3,3,Any,Any
1511,0,0,00 coverage,00 coverage
1512,1,1,05min headway,05min headway
1513,1,1,05min headway,05min headway
1514,3,3,Any,Any
1515,3,3,Any,Any
1516,1,1,05min headway,05min headway
1517,3,3,Any,Any
1518,1,1,05min headway,05min headway
1519,2,2,10min headway,10min headway
1520,2,2,10min headway,10min headway
1521,1,1,05min headway,05min headway
1522,2,2,10min headway,10min headway
1523,2,2,10min headway,10min headway
1524,2,2,10min headway,10min headway
1525,2,2,10min headway,10min headway
1526,2,2,10min headway,10min headway
1527,2,2,10min headway,10min headway
1528,3,3,Any,Any
1529,3,3,Any,Any
1530,2,2,10min headway,10min headway
1531,0,0,00 coverage,00 coverage
1532,1,1,05min headway,05min headway
1533,1,1,05min headway,05min headway
1534,3,3,Any,Any
1535,1,1,05min headway,05min headway
1536,1,1,05min headway,05min headway
1537,2,2,10min headway,10min headway
1538,3,3,Any,Any
1539,2,2,10min headway,10min headway
1540,2,2,10min headway,10min headway
1541,0,0,00 coverage,00 coverage
1542,2,2,10min headway,10min headway
1543,2,2,10min headway,10min headway
1544,2,2,10min headway,10min headway
1545,1,1,05min headway,05min headway
1546,1,2,05min headway,10min headway
1547,1,1,05min headway,05min headway
1548,1,2,05min headway,10min headway
1549,1,1,05min headway,05min headway
1550,2,2,10min headway,10min headway
1551,2,2,10min headway,10min headway
1552,1,1,05min headway,05min headway
1553,1,1,05min headway,05min headway
1554,1,1,05min headway,05min headway
1555,0,0,00 coverage,00 coverage
1556,0,0,00 coverage,00 coverage
1557,0,0,00 coverage,00 coverage
1558,1,1,05min headway,05min headway
1559,2,2,10min headway,10min headway
1560,3,3,Any,Any
1561,0,0,00 coverage,00 coverage
1562,0,0,00 coverage,00 coverage
1563,1,1,05min headway,05min headway
1564,1,1,05min headway,05min headway
1565,2,2,10min headway,10min headway
1566,2,2,10min headway,10min headway
1567,1,1,05min headway,05min headway
1568,1,1,05min headway,05min headway
1569,1,1,05min headway,05min headway
1570,1,1,05min headway,05min headway
1571,2,2,10min headway,10min headway
1572,2,2,10min headway,10min headway
1573,2,2,10min headway,10min headway
1574,2,2,10min headway,10min headway
1575,2,2,10min headway,10min headway
1576,2,2,10min headway,10min headway
1577,2,2,10min headway,10min headway
1578,2,2,10min headway,10min headway
1579,1,1,05min headway,05min headway
1580,2,2,10min headway,10min headway
1581,2,2,10min headway,10min headway
1582,0,0,00 coverage,00 coverage
1583,2,2,10min headway,10min headway
1584,2,2,10min headway,10min headway
1585,2,2,10min headway,10min headway
1586,2,2,10min headway,10min headway
1587,2,2,10min headway,10min headway
1588,0,0,00 coverage,00 coverage
1589,2,2,10min headway,10min headway
1590,0,0,00 coverage,00 coverage
1591,2,2,10min headway,10min headway
1592,2,2,10min headway,10min headway
1593,2,2,10min headway,10min headway
1594,0,0,00 coverage,00 coverage
1595,2,2,10min headway,10min headway
1596,3,3,Any,Any
1597,0,0,00 coverage,00 coverage
1598,2,2,10min headway,10min headway
1599,2,2,10min headway,10min headway
1600,2,2,10min headway,10min headway
1601,1,1,05min headway,05min headway
1602,1,1,05min headway,05min headway
1603,1,1,05min headway,05min headway
1604,2,2,10min headway,10min headway
1605,2,2,10min headway,10min headway
1606,2,2,10min headway,10min headway
1607,2,2,10min headway,10min headway
1608,2,2,10min headway,10min headway
1609,1,2,05min headway,10min headway
1610,1,2,05min headway,10min headway
1611,1,1,05min headway,05min headway
1612,1,1,05min headway,05min headway
1613,2,2,10min headway,10min headway
1614,1,1,05min headway,05min headway
1615,1,1,05min headway,05min headway
1616,1,1,05min headway,05min headway
1617,1,1,05min headway,05min headway
1618,2,2,10min headway,10min headway
1619,2,2,10min headway,10min headway
1620,0,0,00 coverage,00 coverage
1621,2,2,10min headway,10min headway
1622,2,2,10min headway,10min headway
1623,2,2,10min headway,10min headway
1624,2,2,10min headway,10min headway
1625,1,2,05min headway,10min headway
1626,2,2,10min headway,10min headway
1627,1,2,05min headway,10min headway
1628,1,2,05min headway,10min headway
1629,2,2,10min headway,10min headway
1630,2,2,10min headway,10min headway
1631,2,2,10min headway,10min headway
1632,2,2,10min headway,10min headway
1633,2,2,10min headway,10min headway
1634,2,2,10min headway,10min headway
1635,2,2,10min headway,10min headway
1636,1,1,05min headway,05min headway
1637,1,1,05min headway,05min headway
1638,1,1,05min headway,05min headway
1639,1,1,05min headway,05min headway
1640,1,1,05min headway,05min headway
1641,2,2,10min headway,10min headway
1642,1,1,05min headway,05min headway
1643,1,1,05min headway,05min headway
1644,2,2,10min headway,10min headway
1645,2,2,10min headway,10min headway
1646,2,2,10min headway,10min headway
1647,2,2,10min headway,10min headway
1648,2,2,10min headway,10min headway
1649,2,2,10min headway,10min headway
1650,3,3,Any,Any
1651,0,0,00 coverage,00 coverage
1652,2,2,10min headway,10min headway
1653,2,2,10min headway,10min headway
1654,2,2,10min headway,10min headway
1655,2,2,10min headway,10min headway
1656,2,2,10min headway,10min headway
1657,2,2,10min headway,10min headway
1658,1,1,05min headway,05min headway
1659,2,2,10min headway,10min headway
1660,1,1,05min headway,05min headway
1661,2,2,10min headway,10min headway
1662,2,2,10min headway,10min headway
1663,0,0,00 coverage,00 coverage
1664,0,0,00 coverage,00 coverage
1665,0,0,00 coverage,00 coverage
1666,1,1,05min headway,05min headway
1667,1,1,05min headway,05min headway
1668,2,2,10min headway,10min headway
1669,1,1,05min headway,05min headway
1670,2,2,10min headway,10min headway
1671,2,2,10min headway,10min headway
1672,2,2,10min headway,10min headway
1673,1,1,05min headway,05min headway
1674,2,2,10min headway,10min headway
1675,3,3,Any,Any
1676,2,2,10min headway,10min headway
1677,2,2,10min headway,10min headway
1678,2,2,10min headway,10min headway
1679,0,0,00 coverage,00 coverage
1680,2,2,10min headway,10min headway
1681,0,0,00 coverage,00 coverage
1682,2,2,10min headway,10min headway
1683,1,2,05min headway,10min headway
1684,1,2,05min headway,10min headway
1685,1,1,05min headway,05min headway
1686,1,1,05min headway,05min headway
1687,3,3,Any,Any
1688,3,3,Any,Any
1689,1,1,05min headway,05min headway
1690,2,2,10min headway,10min headway
1691,2,2,10min headway,10min headway
1692,0,0,00 coverage,00 coverage
1693,3,3,Any,Any
1694,3,3,Any,Any
1695,2,2,10min headway,10min headway
1696,1,1,05min headway,05min headway
1697,1,1,05min headway,05min headway
1698,2,2,10min headway,10min headway
1699,2,2,10min headway,10min headway
1700,3,3,Any,Any
1701,3,3,Any,Any
1702,3,3,Any,Any
